dataset_authors,article_title,article_year,article_author_year,article_journal,in_vivo,experimental_mean,number_of_shoulders,type_of_movement,active,posture,thorax_is_isb,thorax_is_global,thorax_is_isb_correctable,thorax_correction_method,thorax_origin,thorax_x,thorax_y,thorax_z,humerus_is_isb,humerus_is_isb_correctable,humerus_correction_method,humerus_origin,humerus_x,humerus_y,humerus_z,thoracohumeral_sequence,thoracohumeral_angle,thoracohumeral_usable,thoracohumeral_risk,clavicle_is_isb,clavicle_is_isb_correctable,clavicle_correction_method,clavicle_origin,clavicle_x,clavicle_y,clavicle_z,scapula_is_isb,scapula_is_isb_correctable,scapula_correction_method,scapula_origin,scapula_x,scapula_y,scapula_z,humeral_motion,joint,parent,child,euler_sequence,origin_displacement,displacement_cs,displacement_absolute,displacement_correctable,displacement_correction_method,is_data_mean,shoulder_id,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z,dof_translation_norm
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003.0,Bourne 2003,Master thesis,True,intra cortical pins,7.0,dynamic,True,sitting,False,False,False,to_isb_like,IJ,+mediolateral,+posteroanterior,+inferosuperior,False,True,,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,,True,True,,,,,,,,False,True,to_isb,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,,,,,,False,4,engauged,Bourne 2003,ST_protraction_horizontalFlexion_4.csv,ST_medRotation_horizontalFlexion_4.csv,ST_tilt_horizontalFlexion_4.csv,,,,
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003.0,Bourne 2003,Master thesis,True,intra cortical pins,7.0,dynamic,True,sitting,False,False,False,to_isb_like,IJ,+mediolateral,+posteroanterior,+inferosuperior,False,True,,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,,True,True,,,,,,,,False,True,to_isb,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,,,,,,False,5,engauged,Bourne 2003,ST_protraction_horizontalFlexion_5.csv,ST_medRotation_horizontalFlexion_5.csv,ST_tilt_horizontalFlexion_5.csv,,,,
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003.0,Bourne 2003,Master thesis,True,intra cortical pins,7.0,dynamic,True,sitting,False,False,False,to_isb_like,IJ,+mediolateral,+posteroanterior,+inferosuperior,False,True,,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,,True,True,,,,,,,,False,True,to_isb,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,,,,,,False,6,engauged,Bourne 2003,ST_protraction_horizontalFlexion_6.csv,ST_medRotation_horizontalFlexion_6.csv,ST_tilt_horizontalFlexion_6.csv,,,,
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003.0,Bourne 2003,Master thesis,True,intra cortical pins,7.0,dynamic,True,sitting,False,False,False,to_isb_like,IJ,+mediolateral,+posteroanterior,+inferosuperior,False,True,,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,,True,True,,,,,,,,False,True,to_isb,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,,,,,,False,7,engauged,Bourne 2003,ST_protraction_horizontalFlexion_7.csv,ST_medRotation_horizontalFlexion_7.csv,ST_tilt_horizontalFlexion_7.csv,,,,
Charbonnier et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017.0,Cereatti et al. 2017,Journal of Biomechanics,True,single-plane x-ray fluoroscopy,1.0,dynamic,True,,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,,,,,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,scapular elevation,glenohumeral,scapula,humerus,xzy,GH,scapula,True,,,False,1,,,,,,,,,
Charbonnier et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017.0,Cereatti et al. 2017,Journal of Biomechanics,True,single-plane x-ray fluoroscopy,1.0,dynamic,True,,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,,,,,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,glenohumeral,scapula,humerus,xzy,GH,scapula,True,,,False,1,,,,,,,,,
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012.0,Chu et al. 2012,Journal of Biomechanics,True,biplane x-ray fluoroscopy,5.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,scapulothoracic,thorax,scapula,yxz,,,,,,True,,engauged,Chu et al 2012,ST_protraction_elevationFrontal.csv,ST_medRotation_elevationFrontal.csv,ST_tilt_elevationFrontal.csv,,,,
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012.0,Chu et al. 2012,Journal of Biomechanics,True,biplane x-ray fluoroscopy,5.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,scapular elevation,scapulothoracic,thorax,scapula,yxz,,,,,,True,,engauged,Chu et al 2012,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,ST_tilt_elevationScapular.csv,,,,
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012.0,Chu et al. 2012,Journal of Biomechanics,True,biplane x-ray fluoroscopy,5.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,internal-external rotation 90 degree-abducted,scapulothoracic,thorax,scapula,yxz,,,,,,True,,engauged,Chu et al 2012,ST_protraction_rotation90Abd.csv,ST_medRotation_rotation90Abd.csv,ST_tilt_rotation90Abd.csv,,,,
Dal Maso et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017.0,Cereatti et al. 2017,Journal of Biomechanics,True,intra cortical pins,1.0,dynamic,True,standing,False,True,False,,,,,,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,True,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,True,,,False,P1,mat file,Cereatti et al 2017/S2M,GH_elevationPlane_elevationFrontal.csv,GH_elevationAngle_elevationFrontal.csv,GH_internalRotation_elevationFrontal.csv, , , ,
Dal Maso et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017.0,Cereatti et al. 2017,Journal of Biomechanics,True,intra cortical pins,1.0,dynamic,True,standing,False,True,False,,,,,,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,True,,,,,,,,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,True,,,False,P1,mat file,Cereatti et al 2017/S2M,GH_elevationPlane_elevationSagittal.csv,GH_elevationAngle_elevationSagittal.csv,GH_internalRotation_elevationSagittal.csv, , , ,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,frontal elevation,scapulothoracic,thorax,scapula,zxy,,,,,,True,,authors table,Fung et al 2001,ST_protraction_FrontalPlane.csv,ST_medRotation_FrontalPlane.csv,ST_tilt_FrontalPlane.csv,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,frontal elevation,sternoclavicular,thorax,clavicle,zxy,,,,,,True,,authors table,Fung et al 2001,SC_protraction_FrontalPlane.csv,SC_elevation_FrontalPlane.csv,SC_rotation_FrontalPlane.csv,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,scapular elevation,scapulothoracic,thorax,scapula,zxy,,,,,,True,,authors table,Fung et al 2001,ST_protraction_ScapularPlane.csv,ST_medRotation_ScapularPlane.csv,SC_tilt_ScapularPlane.csv,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,scapular elevation,sternoclavicular,thorax,clavicle,zxy,,,,,,True,,authors table,Fung et al 2001,SC_protraction_ScapularPlane.csv,SC_elevation_ScapularPlane.csv,SC_rotation_ScapularPlane.csv,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,sagittal elevation,scapulothoracic,thorax,scapula,zxy,,,,,,True,,authors table,Fung et al 2001,ST_protraction_SagittalPlane.csv,ST_medRotation_SagittalPlane.csv,SC_tilt_SagittalPlane.csv,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001.0,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,5.0,dynamic,False,sitting,False,False,False,to_isb_like,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,False,False,,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,,True,True,False,False,,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,False,,,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,sagittal elevation,sternoclavicular,thorax,clavicle,zxy,,,,,,True,,authors table,Fung et al 2001,SC_protraction_SagittalPlane.csv,SC_elevation_SagittalPlane.csv,SC_rotation_SagittalPlane.csv,,,,
Gutierrez Delgado et al.,Procedure to describe clavicular motion,2017.0,Gutierrez Delgado et al. 2017,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,1.0,dynamic,False,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,,"angle(yh,yt)",True,True,False,False,,SC,+posteroanterior,+inferosuperior,+mediolateral,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,sternoclavicular,thorax,clavicle,yxz,True,,,,,False,1,authors table,Gutierrez Delgado et al 2017,array,array,array,,,,
Gutierrez Delgado et al.,Procedure to describe clavicular motion,2017.0,Gutierrez Delgado et al. 2017,Journal of Shoulder and Elbow Surgery,False,intra cortical pins,1.0,dynamic,False,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,,"angle(yh,yt)",True,True,False,False,,SC,+posteroanterior,+inferosuperior,+mediolateral,True,,,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,sternoclavicular,thorax,clavicle,yxz,True,,,,,False,1,authors table,Gutierrez Delgado et al 2017,array,array,array,,,,
Kijima et al.,In vivo 3-dimensional analysis of scapular and glenohumeral kinematics: comparison of symptomatic or asymptomatic shoulders with rotator cuff tears and healthy shoulders,2015.0,Kijima et al. 2015,Journal of Shoulder and Elbow Surgery,True,intra cortical pins,7.0,dynamic,True,sitting,False,True,False,,,,,,False,False,,GH,-mediolateral,+inferosuperior,+posteroanterior,,"angle(yh,yt)",True,True,,,,,,,,False,True,to_isb_like,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,glenohumeral,scapula,humerus,zxy,GH,scapula,True,,,True,,engauged,Kijima et al 2015,,GH_introtation_elevationScapular.csv,,,GH_suptranslation_elevationScapular.csv,,
Kijima et al.,In vivo 3-dimensional analysis of scapular and glenohumeral kinematics: comparison of symptomatic or asymptomatic shoulders with rotator cuff tears and healthy shoulders,2015.0,Kijima et al. 2015,Journal of Shoulder and Elbow Surgery,True,intra cortical pins,7.0,dynamic,True,sitting,False,True,False,,,,,,False,False,,GH,-mediolateral,+inferosuperior,+posteroanterior,,"angle(yh,yt)",True,True,,,,,,,,False,True,to_isb_like,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,scapulothoracic,thorax,scapula,zxy,,,,,,True,,engauged,Kijima et al 2015,ST_tilt_elevationScapular.csv,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,,,,
Kim et al.,Effects of short malunion of the clavicle on in vivo scapular kinematics,2017.0,Kim et al. 2017,Journal of Shoulder and Elbow Surgery,True,single-plane x-ray fluoroscopy,15.0,dynamic,True,sitting,False,True,False,,,,,,False,False,,GH,-mediolateral,+inferosuperior,+posteroanterior,,"angle(yh,yt)",True,True,,,,,,,,False,False,,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,scapulothoracic,thorax,scapula,,,,,,,True,,,Kim et al 2017,array,array,array,,,,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,1,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_1.csv,GH_elevationAngle_elevationFrontal_1.csv,GH_internalRotation_elevationFrontal_1.csv,GH_anttranslation_elevationFrontal_1.csv,GH_suptranslation_elevationFrontal_1.csv,GH_medtranslation_elevationFrontal_1.csv,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,2,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_2.csv,GH_elevationAngle_elevationFrontal_2.csv,GH_internalRotation_elevationFrontal_2.csv,GH_anttranslation_elevationFrontal_2.csv,GH_suptranslation_elevationFrontal_2.csv,GH_medtranslation_elevationFrontal_2.csv,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,3,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_3.csv,GH_elevationAngle_elevationFrontal_3.csv,GH_internalRotation_elevationFrontal_3.csv,GH_anttranslation_elevationFrontal_3.csv,GH_suptranslation_elevationFrontal_3.csv,GH_medtranslation_elevationFrontal_3.csv,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,4,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_4.csv,GH_elevationAngle_elevationFrontal_4.csv,GH_internalRotation_elevationFrontal_4.csv,GH_anttranslation_elevationFrontal_4.csv,GH_suptranslation_elevationFrontal_4.csv,GH_medtranslation_elevationFrontal_4.csv,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,5,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_5.csv,GH_elevationAngle_elevationFrontal_5.csv,GH_internalRotation_elevationFrontal_5.csv,GH_anttranslation_elevationFrontal_5.csv,GH_suptranslation_elevationFrontal_5.csv,GH_medtranslation_elevationFrontal_5.csv,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020.0,Kolz et al. 2020,Gait and Posture,True,biplane x-ray fluoroscopy,20.0,dynamic,True,sitting,True,False,,,IJ,+posteroanterior,+inferosuperior,+mediolateral,True,,,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,,True,False,,,,,,,,False,True,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,,,,False,6,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_6.csv,GH_elevationAngle_elevationFrontal_6.csv,GH_internalRotation_elevationFrontal_6.csv,GH_anttranslation_elevationFrontal_6.csv,GH_suptranslation_elevationFrontal_6.csv,GH_medtranslation_elevationFrontal_6.csv,
